IdProductoBodega,IdProducto,producto_codigo,producto_nombre,IdUbicacion,ubicacion_codigo,IdProductoEstado,estado,Lote,lic_plate,filas_duplicadas,un_totales,primera_fecha,ultima_fecha
1136,228,WMS32,ACEITUNAS MIGUELS RELLENAS DOY PACK 24/200GR 7OZ,472,1B3,1,BUEN ESTADO,01.24925,FU05370,2,24.0,2026-01-09 09:07:37.323000,2026-01-09 09:07:37.323000
1416,284,WMS74,GUINDAS FRUTALIA SIN TALLO 24/227GR 8OZ,288,1B2,1,BUEN ESTADO,8S2601,FU08217,2,24.0,2026-03-26 08:33:53.553000,2026-03-26 08:33:53.553000
1446,290,WMS80,ELOTITOS TIERNOS MIGUELS ENTEROS 24/200GR 7OZ,88,2D4,1,BUEN ESTADO,70.17625,0,2,24.0,2025-11-29 11:29:27,2025-11-29 11:29:27
1476,296,WMS86,ELOTITOS MIGUELS LOCOS 12/440GR,720,PICKING,1,BUEN ESTADO,70.07226,FU08180,2,24.0,2026-03-25 11:50:59.613000,2026-03-25 11:50:59.613000
1481,297,WMS87,CHAMPINONES KILLIOS 24/184GRMS 4.5OZ,676,2B1,1,BUEN ESTADO,698,FU06145,2,24.0,2026-01-28 13:11:46.833000,2026-01-28 13:11:46.833000
1481,297,WMS87,CHAMPINONES KILLIOS 24/184GRMS 4.5OZ,676,2B1,1,BUEN ESTADO,698,FU06190,2,24.0,2026-01-29 10:45:15.523000,2026-01-29 10:45:15.523000
1481,297,WMS87,CHAMPINONES KILLIOS 24/184GRMS 4.5OZ,676,2B1,1,BUEN ESTADO,698,FU08488,2,24.0,2026-04-10 09:22:13.707000,2026-04-10 09:22:13.707000
1316,264,WMS56,MAIZ DULCE MIGUELS 24/425GR 15OZ,748,2A2,1,BUEN ESTADO,E2F8055,F3000237,2,24.0,2025-12-09 08:22:47.853000,2025-12-09 08:22:47.853000
1316,264,WMS56,MAIZ DULCE MIGUELS 24/425GR 15OZ,748,2A2,1,BUEN ESTADO,E2F8045,FU05870,2,24.0,2026-01-22 11:24:33.460000,2026-01-22 11:24:33.460000
1356,272,WMS63,GUINDAS FRUTALIA CON TALLO 24/270GR 9.5OZ,488,2B2,1,BUEN ESTADO,9C2512,FU05049,2,24.0,2025-12-19 07:21:04.877000,2025-12-19 07:21:04.877000
1491,299,WMS89,CHAMPINONES KILLIOS 24/400GRMS 14.1OZ,690,2D4,1,BUEN ESTADO,707,FU07808,2,24.0,2026-03-13 10:06:44.490000,2026-03-13 10:06:44.490000
1486,298,WMS88,PACAYITAS MIGUELS 24/420GR 15OZ,747,2D1,1,BUEN ESTADO,1728424,0,2,24.0,2025-11-29 16:28:31.610000,2025-11-29 16:28:31.610000
1491,299,WMS89,CHAMPINONES KILLIOS 24/400GRMS 14.1OZ,677,2C1,1,BUEN ESTADO,366,0,2,24.0,2025-11-28 17:07:33,2025-11-28 17:07:33
1491,299,WMS89,CHAMPINONES KILLIOS 24/400GRMS 14.1OZ,682,2D2,1,BUEN ESTADO,707,FU07806,2,24.0,2026-03-13 10:05:15.737000,2026-03-13 10:05:15.737000
1491,299,WMS89,CHAMPINONES KILLIOS 24/400GRMS 14.1OZ,677,2C1,1,BUEN ESTADO,772,FU05748,2,24.0,2026-01-16 11:26:22.220000,2026-01-16 11:26:22.220000
341,69,WMS157,GARBANZO KILLIOS 24/400 GR 14OZ,74,2B1,1,BUEN ESTADO,258X,FU06418,2,24.0,2026-02-05 11:29:20.053000,2026-02-05 11:29:20.053000
396,80,WMS169,CHILE PIMIENTO KILLIOS 24/185 GR 6.5OZ,784,4A1,16,MAL ESTADO,23200CM,FU07429,2,24.0,2026-02-28 09:01:05.723000,2026-02-28 09:01:05.723000
396,80,WMS169,CHILE PIMIENTO KILLIOS 24/185 GR 6.5OZ,784,4A1,16,MAL ESTADO,23200CM,FU07431,2,24.0,2026-02-28 09:02:15.770000,2026-02-28 09:02:15.770000
126,26,WMS115,MIEL LOS TILOS 24/500GR 17.6OZ,538,4D4,1,BUEN ESTADO,11625,FU05346,2,24.0,2026-01-07 11:02:30.797000,2026-01-07 11:02:30.797000
91,19,WMS109,MIEL LOS TILOS OSO 24/340GR 12OZ,513,3C3,1,BUEN ESTADO,6525,0,2,24.0,2025-11-29 08:59:14,2025-11-29 08:59:38
76,16,WMS106,GUINDA KILLIOS 24/454GR 16OZ,467,1A2,1,BUEN ESTADO,6S2509,FU04661,2,24.0,2025-12-05 15:04:17.363000,2025-12-05 15:04:17.363000
86,18,WMS108,MIEL LOS TILOS 24/730GR 25.8OZ,537,4C4,1,BUEN ESTADO,10425,0,2,24.0,2025-11-28 15:12:32,2025-11-28 15:12:32
86,18,WMS108,MIEL LOS TILOS 24/730GR 25.8OZ,537,4C4,1,BUEN ESTADO,11125,FU05342,2,24.0,2026-01-07 10:54:55.427000,2026-01-07 10:54:55.427000
36,8,WMS387,TOMATE DESHIDRATADO EN ACEITE KILLIOS-PREMIO 12/200GR,751,2D2,1,BUEN ESTADO,11042025105,FU05187,2,24.0,2025-12-29 07:54:41.887000,2025-12-29 07:54:41.887000
531,107,WMS193,DULCE DE LECHE LA CONDESA MANGA 30/1lbs.,372,2B3,1,BUEN ESTADO,HP1489/L2,0,2,24.0,2025-11-29 09:12:43,2025-11-29 09:12:43
406,82,WMS170,PIMIENTO MORRON KILLIOS 12/390GR 13.5OZ,720,PICKING,1,BUEN ESTADO,24345CM,0,2,24.0,2025-11-28 15:12:20,2025-11-28 15:12:20
456,92,WMS18,ESPARRAGOS VERDES MIGUELS VIDRIO 12/330GR 11.64OZ,845,3B1,1,BUEN ESTADO,DLF25334,0,2,24.0,2025-11-29 10:03:40,2025-11-29 10:03:40
881,177,WMS26,SALSA MARIE SHARPS CACTUS HABANERO MORINGA 12/10OZ,720,PICKING,1,BUEN ESTADO,A015,FU08866,2,24.0,2026-04-21 07:19:21.267000,2026-04-21 07:19:21.267000
341,69,WMS157,GARBANZO KILLIOS 24/400 GR 14OZ,73,2A1,1,BUEN ESTADO,188X,FU06012,2,21.0,2026-01-26 13:53:42.850000,2026-01-26 13:53:42.850000
106,22,WMS111,MOLDE FRUTALIA NO. 4 20/500 UNID.,1052,MERMA GYK,2,DESTRUIR,2510,P1000122,2,20.0,2025-12-04 18:05:33.033000,2025-12-04 18:05:33.033000
1316,264,WMS56,MAIZ DULCE MIGUELS 24/425GR 15OZ,748,2A2,1,BUEN ESTADO,E2F8055,F3000224,2,20.0,2025-12-09 08:22:40.660000,2025-12-09 08:22:42.073000
1311,263,WMS55,MAIZ DULCE MIGUELS 24/241GR 8.5OZ,235,4C1,1,BUEN ESTADO,E5F7265,F3000207,2,20.0,2025-12-05 08:24:58.583000,2025-12-05 08:24:58.583000
1311,263,WMS55,MAIZ DULCE MIGUELS 24/241GR 8.5OZ,235,4C1,1,BUEN ESTADO,E5F8044,FU06765,2,20.0,2026-02-11 08:39:10.347000,2026-02-11 08:39:10.347000
1276,256,WMS48,PERAS VIDRIO MIGUELS MITADES FRASCO 12/908GR 32OZ,416,1B4,1,BUEN ESTADO,2223924,0,2,18.0,2025-11-28 13:48:57,2025-11-29 08:38:49
726,146,WMS229,MELOCOTON KILLIOS MITADES 12/820 GR 29OZ,133,2A1,1,BUEN ESTADO,24249,FU06720,2,18.0,2026-02-10 10:44:03.050000,2026-02-10 10:44:03.050000
691,139,WMS222,OBLEAS CON AREQUIPE LA CONDESA 12/280 GRS,47,6A3,1,BUEN ESTADO,HP1528/L4,FU05552,2,18.0,2026-01-13 12:08:56.550000,2026-01-13 12:08:56.550000
690,138,WMS221,MANDARINA EN ALMIBAR MIGUELS 12/800GR,1187,8C1,1,BUEN ESTADO,24642,0,2,18.0,2025-05-28 17:38:59,2025-05-28 17:38:59
1330,266,WMS58,CEBOLLITAS PERLA DON LAZARO 6/890GR 31.8OZ,1456,MERMA,1,BUEN ESTADO,18032025103,57000043,2,17.0,2025-06-07 23:52:03.297000,2025-06-07 23:52:03.297000
771,155,WMS237,ACEITUNA EXCELENCIA DOYPACK S/HUESO 16/170 GR 6OZ,424,2B1,1,BUEN ESTADO,25260AG,FU06363,2,16.0,2026-02-04 10:55:03.343000,2026-02-04 10:55:03.343000
396,80,WMS169,CHILE PIMIENTO KILLIOS 24/185 GR 6.5OZ,784,4A1,16,MAL ESTADO,23200CM,FU07684,2,16.0,2026-03-11 08:24:43.023000,2026-03-11 08:24:43.023000
366,74,WMS161,GARBANZOS KILLIOS 12/800 GR 28OZ,75,2C1,1,BUEN ESTADO,191X,FU07392,2,16.0,2026-02-27 08:29:25.227000,2026-02-27 08:29:25.227000
691,139,WMS222,OBLEAS CON AREQUIPE LA CONDESA 12/280 GRS,47,6A3,1,BUEN ESTADO,HP1548/L4,FU07485,2,14.0,2026-03-03 12:08:38.033000,2026-03-03 12:08:38.033000
406,82,WMS170,PIMIENTO MORRON KILLIOS 12/390GR 13.5OZ,512,3B3,1,BUEN ESTADO,23209CM,0,2,14.0,2025-11-28 17:01:03,2025-11-28 17:01:03
2199,315,WMS282,ACEITE OLIVA VIRGEN EXTRA LA ESPANOLA 12/250ML,11,2A1,1,BUEN ESTADO,05225,0,2,14.0,2025-11-29 16:33:17.893000,2025-11-29 16:33:17.893000
2199,315,WMS282,ACEITE OLIVA VIRGEN EXTRA LA ESPANOLA 12/250ML,758,2C4,1,BUEN ESTADO,05225,0,2,12.0,2025-11-29 16:33:17.893000,2025-11-29 16:33:17.893000
1381,277,WMS68,GUINDAS FRUTALIA SIN TALLO 12/908GR 32OZ,366,2D1,1,BUEN ESTADO,2S2508,FU04587,2,12.0,2025-12-04 18:59:55.860000,2025-12-04 18:59:55.860000
1431,287,WMS77,PEPINILLOS MIGUELS ROD. HAMBURGUESA 12/440GR 15.5OZ,246,4B4,1,BUEN ESTADO,75.06526,FU08186,2,12.0,2026-03-25 12:17:03.860000,2026-03-25 12:17:03.860000
476,96,WMS183,MERMELADA ADRIANNA NARANJA 12/330GR 11.5OZ,304,2B1,1,BUEN ESTADO,18092029,FU04727,2,12.0,2025-12-10 10:09:12.253000,2025-12-10 10:09:12.253000
531,107,WMS193,DULCE DE LECHE LA CONDESA MANGA 30/1lbs.,372,2B3,1,BUEN ESTADO,HP1471L1,0,2,12.0,2025-11-29 08:36:05,2025-11-29 08:36:05
701,141,WMS224,ARVEJA KILLIOS 12/800GR 28.22 OZ,492,2B3,1,BUEN ESTADO,5501,0,2,12.0,2025-11-29 12:03:18,2025-11-29 12:03:18
686,138,WMS221,MANDARINA EN ALMIBAR MIGUELS 12/800GR,529,4C2,1,BUEN ESTADO,DLF25428,FU08592,2,12.0,2026-04-14 09:08:43.570000,2026-04-14 09:08:43.570000
661,133,WMS216,VINAGRE DE MANZANA ORGANICO DON LAZARO 12/500ML,503,3A1,1,BUEN ESTADO,17453MEB,FU05494,2,12.0,2026-01-12 10:54:02.350000,2026-01-12 10:54:02.350000
661,133,WMS216,VINAGRE DE MANZANA ORGANICO DON LAZARO 12/500ML,503,3A1,1,BUEN ESTADO,17453MEB,FU07313,2,12.0,2026-02-25 09:50:38.567000,2026-02-25 09:50:38.567000
671,135,WMS219,PEPINILLOS MIGUELS ENTEROS 12/908GR 32OZ,972,3A3,1,BUEN ESTADO,75.05626,FU07462,2,12.0,2026-03-03 09:04:19.133000,2026-03-03 09:04:19.133000
686,138,WMS221,MANDARINA EN ALMIBAR MIGUELS 12/800GR,234,4B1,1,BUEN ESTADO,DLF25428,0,2,12.0,2025-11-28 18:04:24,2025-11-28 18:04:24
366,74,WMS161,GARBANZOS KILLIOS 12/800 GR 28OZ,75,2C1,1,BUEN ESTADO,191X,FU07812,2,12.0,2026-03-13 10:10:01.757000,2026-03-13 10:10:01.757000
391,79,WMS167,MELOCOTON MIGUELS MITADES 12/820GR 29OZ,113,1A1,1,BUEN ESTADO,24220,FU05885,2,12.0,2026-01-22 12:05:22.060000,2026-01-22 12:05:22.060000
366,74,WMS161,GARBANZOS KILLIOS 12/800 GR 28OZ,75,2C1,1,BUEN ESTADO,191X,FU07047,2,12.0,2026-02-18 10:37:07.693000,2026-02-18 10:37:07.693000
391,79,WMS167,MELOCOTON MIGUELS MITADES 12/820GR 29OZ,113,1A1,1,BUEN ESTADO,24221,FU07692,2,12.0,2026-03-11 09:26:48.963000,2026-03-11 09:26:48.963000
391,79,WMS167,MELOCOTON MIGUELS MITADES 12/820GR 29OZ,113,1A1,1,BUEN ESTADO,24221,FU07693,2,12.0,2026-03-11 09:27:14.620000,2026-03-11 09:27:14.620000
391,79,WMS167,MELOCOTON MIGUELS MITADES 12/820GR 29OZ,1035,1A1,1,BUEN ESTADO,24220,FU07654,2,12.0,2026-03-10 09:12:02.990000,2026-03-10 09:12:02.990000
391,79,WMS167,MELOCOTON MIGUELS MITADES 12/820GR 29OZ,1035,1A1,1,BUEN ESTADO,24220,FU07984,2,12.0,2026-03-19 11:51:24.440000,2026-03-19 11:51:24.440000
151,31,WMS12,SALSA PICANTE MARIE SHARPS HABANERO 12/296ML 10OZ,763,2D5,1,BUEN ESTADO,N386,0,2,12.0,2025-11-29 16:10:47.253000,2025-11-29 16:10:47.253000
166,34,WMS122,PINA MIGUELS EN RODAJA 12/820GR 29OZ,55,1C1,1,BUEN ESTADO,2404826,FU07248,2,12.0,2026-02-24 07:41:19.497000,2026-02-24 07:41:19.497000
166,34,WMS122,PINA MIGUELS EN RODAJA 12/820GR 29OZ,55,1C1,1,BUEN ESTADO,2433525,FU05984,2,12.0,2026-01-26 06:27:20.283000,2026-01-26 06:27:20.283000
41,9,WMS51,ACEITE DE ORUJO DE OLIVA DON LAZARO 12/500 ML,197,2A2,1,BUEN ESTADO,25265E34,FU07644,2,12.0,2026-03-10 07:21:30.967000,2026-03-10 07:21:30.967000
551,111,WMS197,MERMELADA MONODOSIS MELOCOTON Y FRESA 6/112GR 4PACK,11,2A1,1,BUEN ESTADO,22072028,0,2,11.0,2025-11-29 07:43:04,2025-11-29 15:10:15
596,120,WMS204,ACEITE OLIVA VIRGEN EXTRA DON LAZARO 12/500ML,11,2A1,1,BUEN ESTADO,25268F42,FU05849,2,10.0,2026-01-22 09:21:33.290000,2026-01-22 09:21:33.290000
586,118,WMS202,ACEITE OLIVA VIRGEN EXTRA DON LAZARO 12/1 LT,61,1A3,1,BUEN ESTADO,25148F42,0,2,10.0,2025-11-28 15:19:46,2025-11-28 15:19:46
626,126,WMS21,SALSA NOPAL VERDE MARIE SHARPS HABANERO 12/148ML 5OZ,879,1D4,1,BUEN ESTADO,N378,0,2,10.0,2025-11-29 10:57:36,2025-11-29 10:57:36
166,34,WMS122,PINA MIGUELS EN RODAJA 12/820GR 29OZ,55,1C1,1,BUEN ESTADO,1285,FU07687,2,10.0,2026-03-11 09:15:00.033000,2026-03-11 09:15:00.033000
351,71,WMS159,LENTEJAS DON LAZARO 12/400GR,21,3A1,21,NUEVA ERA,345X,FU07252,2,10.0,2026-02-24 08:22:52.623000,2026-02-24 08:22:52.623000
366,74,WMS161,GARBANZOS KILLIOS 12/800 GR 28OZ,75,2C1,1,BUEN ESTADO,635,FU06827,2,10.0,2026-02-12 10:40:26.870000,2026-02-12 10:40:26.870000
306,62,WMS150,ACEITUNA EXCELENCIA R.PIMIENTO 12/300 GR 10.5OZ,21,3A1,21,NUEVA ERA,25254AG,FU05246,2,10.0,2025-12-30 14:19:02.303000,2025-12-30 14:19:02.303000
1036,208,WMS3,PEPINILLOS MIGUELS EN MITADES 12/454GR 16OZ,413,1C3,1,BUEN ESTADO,75.27025,0,2,10.0,2025-11-28 11:52:23,2025-11-28 11:52:42
1296,260,WMS52,"HIGO DE PRIMERA MIGUELS ENTERO LATA 6/1 GALON 3,115g",445,3C1,1,BUEN ESTADO,0918325,FU05211,2,9.0,2025-12-29 13:38:47.750000,2025-12-29 13:38:47.750000
41,9,WMS51,ACEITE DE ORUJO DE OLIVA DON LAZARO 12/500 ML,197,2A2,1,BUEN ESTADO,25177E34,0,2,9.0,2025-11-29 10:44:31,2025-11-29 12:11:59
826,166,WMS249,CHOCOLATE ARANDANOS CARDON 18/42gr 1.5OZ BOLSITA,3,1A2,1,BUEN ESTADO,1.25,0,2,9.0,2025-11-29 17:58:34.050000,2025-11-29 17:58:34.050000
536,108,WMS194,PRODUCTO ESPECIAL EXTRA ESPESO DULCE DE LECHE DECORACION LA CONDESA BOLSA 6/5lbs,36,5B2,1,BUEN ESTADO,HP1506/L1,FU04940,2,9.0,2025-12-16 14:05:48.667000,2025-12-16 14:05:48.667000
871,175,WMS258,ACEITUNA EXCELENCIA RELLENA DE PIMIENTO 6/800GR 28OZ,390,3D2,1,BUEN ESTADO,25283AG,FU05035,2,8.0,2025-12-18 14:41:01.973000,2025-12-18 14:41:01.973000
686,138,WMS221,MANDARINA EN ALMIBAR MIGUELS 12/800GR,529,4C2,1,BUEN ESTADO,24642,0,2,8.0,2025-11-29 07:02:52,2025-11-29 10:59:11
346,70,WMS158,GARBANZO DON LAZARO 24/400 GR 14OZ,21,3A1,21,NUEVA ERA,G170,FU04625,2,8.0,2025-12-05 13:28:44.480000,2025-12-05 13:28:44.480000
391,79,WMS167,MELOCOTON MIGUELS MITADES 12/820GR 29OZ,1035,1A1,1,BUEN ESTADO,24220,FU06776,2,8.0,2026-02-11 09:13:10.403000,2026-02-11 09:13:10.403000
1481,297,WMS87,CHAMPINONES KILLIOS 24/184GRMS 4.5OZ,11,2A1,1,BUEN ESTADO,698,0,2,8.0,2025-11-28 18:28:14,2025-11-28 18:28:14
2247,323,WMS398,MANGO MIGUELS FRUTISIMAS 7/ 2 PACK 1280G,789,4B2,20,PRICESMART,80.13025,0,2,7.0,2026-04-10 12:06:43.107000,2026-04-10 12:13:25.747000
316,64,WMS152,ACEITUNA EXCELENCIA R. ANCHOA 15/350 GR 12OZ,11,2A1,1,BUEN ESTADO,25178AG,FU07019,2,7.0,2026-02-18 06:43:53.907000,2026-02-18 06:43:53.907000
676,136,WMS22,SALSA AHUMADA MARIE SHARPS HABANERO 12/148ML 5OZ,408,1B2,1,BUEN ESTADO,N742,F7000105,2,7.0,2025-12-18 13:46:23.233000,2025-12-18 13:46:23.233000
686,138,WMS221,MANDARINA EN ALMIBAR MIGUELS 12/800GR,529,4C2,1,BUEN ESTADO,DLF25428,0,2,6.0,2025-11-29 10:41:08,2025-11-29 10:41:08
566,114,WMS2,PALMITOS MIGUELS ENTEROS 12/420GR 15OZ,889,2B2,1,BUEN ESTADO,18.15725,FU05996,2,6.0,2026-01-26 13:34:32.567000,2026-01-26 13:34:32.567000
601,121,WMS205,ACEITE OLIVA VIRGEN EXTRA DON LAZARO 6/2 LT,59,1C2,1,BUEN ESTADO,25260F42,FU08767,2,6.0,2026-04-17 09:49:05.733000,2026-04-17 09:49:05.733000
401,81,WMS17,SALSA PICANTE MARIE SHARPS HABANERO 12/148ML 5OZ,345,1C1,1,BUEN ESTADO,N739,F7000112,2,6.0,2025-12-18 13:46:22.840000,2025-12-18 13:46:22.840000
231,47,WMS135,PINA MIGUELS RODAJA 6/3000GR 105OZ,469,1C2,1,BUEN ESTADO,1405C,0,2,6.0,2025-11-29 11:58:03,2025-11-29 11:58:03
251,51,WMS139,ACEITUNAS EXCELENCIA NEGRAS POUCH EN RODAJA 10/1700GRS,893,2B3,1,BUEN ESTADO,25234AG,F7000140,2,6.0,2026-03-26 10:52:39.687000,2026-03-26 10:52:39.687000
1511,303,WMS92,MELOCOTON MIGUELS MITADES 6/2650GR 93.5OZ GALON,1038,1A1,1,BUEN ESTADO,24209,FU07086,2,6.0,2026-02-19 09:29:48.640000,2026-02-19 09:29:48.640000
1511,303,WMS92,MELOCOTON MIGUELS MITADES 6/2650GR 93.5OZ GALON,1038,1A1,1,BUEN ESTADO,24214,FU07085,2,6.0,2026-02-19 09:29:00.823000,2026-02-19 09:29:00.823000
1351,271,WMS62,MAIZ DULCE MIGUELS GALON 6/2900g,135,2C1,1,BUEN ESTADO,60120,FU08463,2,6.0,2026-04-09 13:43:24.713000,2026-04-09 13:43:24.713000
1296,260,WMS52,"HIGO DE PRIMERA MIGUELS ENTERO LATA 6/1 GALON 3,115g",450,3D2,1,BUEN ESTADO,0918325,FU06967,2,6.0,2026-02-16 11:39:05.083000,2026-02-16 11:39:05.083000
1296,260,WMS52,"HIGO DE PRIMERA MIGUELS ENTERO LATA 6/1 GALON 3,115g",458,3D4,1,BUEN ESTADO,0918325,FU08123,2,6.0,2026-03-24 12:19:38.667000,2026-03-24 12:19:38.667000
1296,260,WMS52,"HIGO DE PRIMERA MIGUELS ENTERO LATA 6/1 GALON 3,115g",445,3C1,1,BUEN ESTADO,0918325,FU04978,2,6.0,2025-12-17 13:03:23.310000,2025-12-17 13:03:23.310000
1296,260,WMS52,"HIGO DE PRIMERA MIGUELS ENTERO LATA 6/1 GALON 3,115g",338,3D4,1,BUEN ESTADO,0921325,FU04926,2,6.0,2025-12-16 13:23:05.207000,2025-12-16 13:23:05.207000
1136,228,WMS32,ACEITUNAS MIGUELS RELLENAS DOY PACK 24/200GR 7OZ,22,3B1,16,MAL ESTADO,01.20725,FU05479,2,6.0,2026-01-12 10:31:17.120000,2026-01-12 10:31:17.120000
1211,243,WMS383,GUINDA FRUTALIA S/TALLO GALON CUBETA PLASTICA CAJA 4/4256GR 150OZ,326,3D1,1,BUEN ESTADO,CS2601,FU07557,2,6.0,2026-03-04 12:45:07.300000,2026-03-04 12:45:07.300000
1346,270,WMS61,MELOCOTON DE LA CIMA MITADES 12/820 GRS 29OZ,11,2A1,1,BUEN ESTADO,20212,0,2,5.0,2025-11-28 14:42:43,2025-11-28 14:42:43
1421,285,WMS75,PEPINILLOS MIGUELS ENTEROS 12/440GR 15.5OZ,358,1D4,1,BUEN ESTADO,75.14225,FU06041,2,5.0,2026-01-27 09:25:17.333000,2026-01-27 09:25:17.333000
1391,279,WMS7,COCTEL DE FRUTAS MIGUELS 12/820GR 29OZ,21,3A1,21,NUEVA ERA,SYF25140,FU08695,2,4.0,2026-04-16 10:36:13.653000,2026-04-16 10:36:13.653000
1211,243,WMS383,GUINDA FRUTALIA S/TALLO GALON CUBETA PLASTICA CAJA 4/4256GR 150OZ,326,3D1,1,BUEN ESTADO,CS2601,FU06157,2,4.0,2026-01-29 06:36:36.967000,2026-01-29 06:36:36.967000
1216,244,WMS384,GUINDA FRUTALIA C/TALLO GALON CUBETA PLASTICA CAJA 4/4256GR 150OZ,294,1D3,1,BUEN ESTADO,CC2601,FU07552,2,4.0,2026-03-04 12:35:46.097000,2026-03-04 12:35:46.097000
1511,303,WMS92,MELOCOTON MIGUELS MITADES 6/2650GR 93.5OZ GALON,21,3A1,21,NUEVA ERA,24201,FU09008,2,4.0,2026-04-24 08:05:16.747000,2026-04-24 08:05:16.747000
251,51,WMS139,ACEITUNAS EXCELENCIA NEGRAS POUCH EN RODAJA 10/1700GRS,951,2D2,1,BUEN ESTADO,25142AG,FU04826,2,4.0,2025-12-12 11:31:56.043000,2025-12-12 11:31:56.043000
266,54,WMS141,MIEL LA CONDESA 6/950 GRS,11,2A1,1,BUEN ESTADO,250711,0,2,4.0,2025-11-29 12:59:59,2025-11-29 12:59:59
346,70,WMS158,GARBANZO DON LAZARO 24/400 GR 14OZ,44,6B1,1,BUEN ESTADO,258X,FU04821,2,4.0,2025-12-12 11:17:34.783000,2025-12-12 11:17:34.783000
391,79,WMS167,MELOCOTON MIGUELS MITADES 12/820GR 29OZ,113,1A1,1,BUEN ESTADO,24220,FU08076,2,4.0,2026-03-23 06:16:19.813000,2026-03-23 06:16:19.813000
11,3,WMS297,ACEITUNA EXCELENCIA VERDE S/H 12/230 GRS.,11,2A1,1,BUEN ESTADO,25069AG,FU04897,2,4.0,2025-12-15 11:31:12.300000,2025-12-15 11:31:12.300000
581,117,WMS201,NANCE MIGUELS 12/32 OZ.,501,2C5,1,BUEN ESTADO,MM 19.15123,0,2,4.0,2025-11-29 07:12:26,2025-11-29 07:12:26
691,139,WMS222,OBLEAS CON AREQUIPE LA CONDESA 12/280 GRS,47,6A3,1,BUEN ESTADO,HP1493/L4,FU04434,2,4.0,2025-12-02 14:20:41.460000,2025-12-02 14:20:41.460000
786,158,WMS24,SALSA PICANTE MARIE SHARPS HABANERO 4/128OZ GALON,301,1C5,1,BUEN ESTADO,M787,0,2,4.0,2025-11-29 17:32:35.863000,2025-11-29 17:32:35.863000
1511,303,WMS92,MELOCOTON MIGUELS MITADES 6/2650GR 93.5OZ GALON,21,3A1,21,NUEVA ERA,24200,FU08662,2,3.0,2026-04-16 06:40:45.507000,2026-04-16 06:40:45.507000
1491,299,WMS89,CHAMPINONES KILLIOS 24/400GRMS 14.1OZ,677,2C1,1,BUEN ESTADO,366,FU04673,2,3.0,2025-12-05 16:07:14.943000,2025-12-05 16:07:14.943000
1216,244,WMS384,GUINDA FRUTALIA C/TALLO GALON CUBETA PLASTICA CAJA 4/4256GR 150OZ,44,6B1,1,BUEN ESTADO, CC2601,FU08754,2,3.0,2026-04-17 07:49:15.443000,2026-04-17 07:49:15.443000
2241,322,WMS397,GARBANZOS KILLIOS 4/3PK 800 GR,772,3A3,1,BUEN ESTADO,635,FU06755,2,2.0,2026-02-11 08:04:42.597000,2026-02-11 08:04:42.597000
